Symbol;ISIN;Code;Name
ZDAA7T;CH0010442264;CH0010442264;ZKB Dom AA 7-10 TR
ZDAA7Y;CH0010442280;CH0010442280;ZKB Dom AA 7-10 Yield
ZDAAD;CH0010447057;CH0010447057;ZKB Bon Dom AA Durat
ZDAAP;CH0010446943;CH0010446943;ZKB Bon Dom AA Price
ZDAAT;CH0010446836;CH0010446836;ZKB Bon Dom AA TR
ZDAAY;CH0010447024;CH0010447024;ZKB Bon Dom AA Yield
ZDAD;CH0010447131;CH0010447131;ZKB Bon Dom A Durat
ZDAP;CH0010447107;CH0010447107;ZKB Bon Dom A Price
ZDAT;CH0010447073;CH0010447073;ZKB Bon Dom A TR
ZDAY;CH0010447115;CH0010447115;ZKB Bon Dom A Yield
ZDBD;CH0010447230;CH0010447230;ZKB Bdindex Dom Durat
ZDBP;CH0010447198;CH0010447198;ZKB Bdindex Dom Price
ZDBT;CH0010447172;CH0010447172;ZKB Bdindex Dom TR
ZDBY;CH0010447206;CH0010447206;ZKB Bdindex Dom Yield
ZDLZ1D;CH0010443536;CH0010443536;ZKB Bd Dom 1-3 Durat
ZDLZ1P;CH0010443494;CH0010443494;ZKB Bd Dom 1-3 Price
ZDLZ1T;CH0010443452;CH0010443452;ZKB Bd Dom 1-3 TR
ZDLZ1Y;CH0010443528;CH0010443528;ZKB Bd Dom 1-3 Yield
ZDLZ3D;CH0010443635;CH0010443635;ZKB Bd Dom 3-5 Durat
ZDLZ3P;CH0010443585;CH0010443585;ZKB Bd Dom 3-5 Price
ZDLZ3T;CH0010443569;CH0010443569;ZKB Bd Dom 3-5 TR
ZDLZ3Y;CH0010443601;CH0010443601;ZKB Bd Dom 3-5 Yield
ZDLZ5D;CH0010443726;CH0010443726;ZKB Bd Dom 5-7 Durat
ZDLZ5P;CH0010443676;CH0010443676;ZKB Bd Dom 5-7 Price
ZDLZ5T;CH0010443668;CH0010443668;ZKB Bd Dom 5-7 TR
ZDLZ5Y;CH0010443692;CH0010443692;ZKB Bd Dom 5-7 Yield
ZDLZ7D;CH0010443809;CH0010443809;ZKB Bd Dom 7-10 Durat
ZDLZ7P;CH0010443759;CH0010443759;ZKB Bd Dom 7-10 Price
ZDLZ7T;CH0010443734;CH0010443734;ZKB Bd Dom 7-10 TR
ZDLZ7Y;CH0010443783;CH0010443783;ZKB Bd Dom 7-10 Yield
ZDLZLD;CH0010446539;CH0010446539;ZKB Bd Dom >10 Durat
ZDLZLP;CH0010446505;CH0010446505;ZKB Bd Dom >10 Price
ZDLZLT;CH0010446489;CH0010446489;ZKB Bd Dom >10 TR
ZDLZLY;CH0010446521;CH0010446521;ZKB Bd Dom >10 Yield
ZEH;CH0002352935CHF4;CH0002352935CHF4;ZEHNDER I
ZEID1D;CH0010426887;CH0010426887;ZKB Eidg 1-3 Durat
ZEID1P;CH0010426838;CH0010426838;ZKB Eidg 1-3 Price
ZEID1T;CH0010426804;CH0010426804;ZKB Eidg 1-3 TR
ZEID1Y;CH0010426879;CH0010426879;ZKB Eidg 1-3 Yield
ZEID3D;CH0010426994;CH0010426994;ZKB Eidg 3-5 Durat
ZEID3P;CH0010426911;CH0010426911;ZKB Eidg 3-5 Price
ZEID3T;CH0010426895;CH0010426895;ZKB Eidg 3-5 TR
ZEID3Y;CH0010426937;CH0010426937;ZKB Eidg 3-5 Yield
ZEID5D;CH0010427075;CH0010427075;ZKB Eidg 5-7 Durat
ZEID5P;CH0010427026;CH0010427026;ZKB Eidg 5-7 Price
ZEID5T;CH0010427018;CH0010427018;ZKB Eidg 5-7 TR
ZEID5Y;CH0010427067;CH0010427067;ZKB Eidg 5-7 Yield
ZEID7D;CH0010427190;CH0010427190;ZKB Eidg 7-10 Durat
ZEID7P;CH0010427125;CH0010427125;ZKB Eidg 7-10 Price
ZEID7T;CH0010427109;CH0010427109;ZKB Eidg 7-10 TR
ZEID7Y;CH0010427182;CH0010427182;ZKB Eidg 7-10 Yield
ZEIDD;CH0010446638;CH0010446638;ZKB Bon Eid Durat
ZEIDLD;CH0010427323;CH0010427323;ZKB Eidg >10 Durat
ZEIDLP;CH0010427265;CH0010427265;ZKB Eidg >10 Price
ZEIDLT;CH0010427224;CH0010427224;ZKB Eidg >10 TR
ZEIDLY;CH0010427281;CH0010427281;ZKB Eidg >10 Yield
ZEIDP;CH0010446596;CH0010446596;ZKB Bon Eid Price
ZEIDT;CH0010446554;CH0010446554;ZKB Bon Eid TR
ZEIDY;CH0010446620;CH0010446620;ZKB Bon Eid Yield
ZF3A1D;CH0011047096;CH0011047096;ZKB For AAA 1-3 Durat
ZF3A1P;CH0011046973;CH0011046973;ZKB For AAA 1-3 Price
ZF3A1T;CH0011046965;CH0011046965;ZKB For AAA 1-3 TR
ZF3A1Y;CH0011047021;CH0011047021;ZKB For AAA 1-3 Yield
ZF3A3D;CH0011047229;CH0011047229;ZKB For AAA 3-5 Durat
ZF3A3P;CH0011047195;CH0011047195;ZKB For AAA 3-5 Price
ZF3A3T;CH0011047179;CH0011047179;ZKB For AAA 3-5 TR
ZF3A3Y;CH0011047211;CH0011047211;ZKB For AAA 3-5 Yield
ZF3A5D;CH0011047302;CH0011047302;ZKB For AAA 5-7 Durat
ZF3A5P;CH0011047260;CH0011047260;ZKB For AAA 5-7 Price
ZF3A5T;CH0011047237;CH0011047237;ZKB For AAA 5-7 TR
ZF3A5Y;CH0011047286;CH0011047286;ZKB For AAA 5-7 Yield
ZF3A7D;CH0011047351;CH0011047351;ZKB For AAA 7-10 Durat
ZF3A7P;CH0011047336;CH0011047336;ZKB For AAA 7-10 Price
ZF3A7T;CH0011047310;CH0011047310;ZKB For AAA 7-10 TR
ZF3A7Y;CH0011047344;CH0011047344;ZKB For AAA 7-10 Yield
ZF3AD;CH0011046957;CH0011046957;ZKB Bon For AAA Durat
ZF3AP;CH0011046932;CH0011046932;ZKB Bon For AAA Price
ZF3AT;CH0011046924;CH0011046924;ZKB Bon For AAA TR
ZF3AY;CH0011046940;CH0011046940;ZKB Bon For AAA Yield
ZFAA1D;CH0011047534;CH0011047534;ZKB For AA 1-3 Durat
ZFAA1P;CH0011047492;CH0011047492;ZKB For AA 1-3 Price
ZFAA1T;CH0011047476;CH0011047476;ZKB For AA 1-3 TR
ZFAA1Y;CH0011047500;CH0011047500;ZKB For AA 1-3 Yield
ZFAA3D;CH0011047666;CH0011047666;ZKB For AA 3-5 Durat
ZFAA3P;CH0011047609;CH0011047609;ZKB For AA 3-5 Price
ZFAA3T;CH0011047583;CH0011047583;ZKB For AA 3-5 TR
ZFAA3Y;CH0011047641;CH0011047641;ZKB For AA 3-5 Yield
ZFAA5D;CH0011047724;CH0011047724;ZKB For AA 5-7 Durat
ZFAA5P;CH0011047708;CH0011047708;ZKB For AA 5-7 Price
ZFAA5T;CH0011047682;CH0011047682;ZKB For AA 5-7 TR
ZFAA5Y;CH0011047716;CH0011047716;ZKB For AA 5-7 Yield
ZFAA7D;CH0011047765;CH0011047765;ZKB For AA 7-10 Durat
ZFAA7P;CH0011047740;CH0011047740;ZKB For AA 7-10 Price
ZFAA7T;CH0011047732;CH0011047732;ZKB For AA 7-10 TR
ZFAA7Y;CH0011047757;CH0011047757;ZKB For AA 7-10 Yield
ZFAAD;CH0011047427;CH0011047427;ZKB Bon For AA Durat
ZFAAP;CH0011047377;CH0011047377;ZKB Bon For AA Price
ZFAAT;CH0011047369;CH0011047369;ZKB Bon For AA TR
ZFAAY;CH0011047393;CH0011047393;ZKB Bon For AA Yield
ZG;CH0001308904;CH0001308904CHF4;ZUGER KB I
ZGLD;CH0024391002;CH0024391002CHF4;ZKB GOLD ETF
ZMH;US98956P1021;US98956P1021CHF4;ZIMMER HLD
ZPAL;CH0029792683;CH0029792683CHF4;ZKB PALLADIUM ETF
ZPLA;CH0029792709;CH0029792709CHF4;ZKB PLATINUM ETF
ZSIL;CH0029792717;CH0029792717CHF4;ZKB SILVER ETF
ZUBN;CH0021831182;CH0021831182CHF4;ZUEBLIN IMM N
ZURN;CH0011075394;CH0011075394CHF1;ZURICH FINANCIAL N
ZURNE;CH0037534432;CH0037534432CHF1;ZURICH FINANCIAL N 2. LINIE
ZWM;CH0002661731;CH0002661731CHF4;ZWAHLEN I
